Index,Function,Use,Sharing,Reporting,Student_Type,Position_Type,Object_Type,Pre_K,Operating_Status,Object_Description,Text_2,SubFund_Description,Job_Title_Description,Text_3,Text_4,Sub_Object_Description,Location_Description,FTE,Function_Description,Facility_or_Department,Position_Extra,Total,Program_Description,Fund_Description,Text_1
25044,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,SubstituteCompensation,NO_LABEL,PreK-12Operating,OTHER PERSONAL SERVICES,NaN,NaN,SUB TEACHER ALL,NaN,NaN,NaN,School,0,BASIC (FEFP K-12),NaN,NaN,"2,252.97",NaN,GENERAL FUND,NaN
25368,School Administration,Leadership,School Reported,School,Unspecified,Principal,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,SCHOOL PRINCIPAL,NaN,Undistributed,Salaries And Wages For Teachers And Other Prof...,School,NaN,School Leadership,All Campus Payroll,PRINCIPAL,"7,301.55",Undistributed,General Operating Fund,EX-CURR PRIN SUPPLEMENT
25926,Governance,Leadership,Leadership & Management,Non-School,Unspecified,(Exec) Director,BaseSalary/Compensation,NonPreK,PreK-12Operating,Personal Services - Other Personnel,NaN,NaN,BOARD MEMBER DISTRICT,NaN,Board of Education,NaN,NaN,1,NaN,NaN,BOARD MEMBER,"23,299.94",District Administration,General Purpose School,NaN
25942,Teacher Compensation,Instruction,School Reported,School,NO_LABEL,Teacher,NO_LABEL,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,Teacher-Inter Relatated Resource,NaN,NaN,NaN,NaN,1,NaN,NaN,INTERRELATED,"86,952.70",SPECIAL EDUCATION CATEGORY III,General Fund,NaN
25965,Social & Emotional,Pupil Services & Enrichment,School Reported,School,Unspecified,Psychologist,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,NaN,GENERAL FUND,Psychologist,Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,"1,054.51",PSYCHOLOGICAL SERVICES,NaN,STUDENTS
25966,Data Processing & Information Services,Business Services,School Reported,School,Unspecified,Other,BaseSalary/Compensation,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,COMPUTER TECHNOLOGY SPECIALIST,NaN,Basic Educational Services - District Objective,Salaries And Wages For Teachers And Other Prof...,School,0.03,Instruction,All Campus Payroll,TEACHER MASTER,"2,654.94",Basic Educational Services,General Operating Fund,REGULAR PAY
26479,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,TEACHER SUBS,GENERAL FUND,"Teacher, Short Term Sub",Regular,NaN,NaN,NaN,NaN,UNALLOC BUDGETS/SCHOOLS,NaN,PROFESSIONAL-INSTRUCTIONAL,7.47,GENERAL ELEMENTARY EDUCATION,NaN,REGULAR INSTRUCTION
26658,School Administration,Leadership,School Reported,School,Unspecified,Sec/Clerk/Other Admin,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,OTHER SUPPORT PERSONNEL,NaN,NaN,DATA ENTRY OPERATOR,NaN,NaN,NaN,School,1,GUIDANCE SERVICES,NaN,NaN,"32,932.94",NaN,GENERAL FUND,NaN
27562,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,BaseSalary/Compensation,PreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,"TEACHER, KINDERGARTEN",NaN,NaN,Salaries And Wages For Teachers And Other Prof...,School,NaN,Instruction,All Campus Payroll,TEACHER BACHELOR,-904.81,PRE-K,General Operating Fund,REGULAR PAY
27641,Physical Health & Services,NO_LABEL,School Reported,School,NO_LABEL,Occupational Therapist,NO_LABEL,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,Occupational Therapist,NaN,NaN,NaN,NaN,1,NaN,NaN,OCCUPATIONAL THERAPIST,"66,510.44",SPECIAL EDUCATION CATEGORY V,General Fund,NaN
27690,Security & Safety,O&M,Shared Services,Non-School,Unspecified,School Monitor/Security,Benefits,NO_LABEL,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Security Comm. Officer,n/a,NaN,NaN,SAFETY AND SECURITY,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,310.16,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
27819,School Administration,Leadership,School Reported,School,Unspecified,Principal,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,NaN,GENERAL FUND,"Principal, Elementary",Regular,NaN,NaN,NaN,0.998199,NON-PROJECT,NaN,ADMINISTRATOR,"99,009.80",SUPPORT SERVICES-SCHOOL ADMIN,NaN,SCHOOL ADMINISTRATION
27923,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Purchased Services,NaN,Support Services--Pupils,NaN,NaN,NaN,Purchased Services,NaN,NaN,Direction Of Support Services - Pupils *,NaN,NaN,999.82,NaN,Special Trust,HOME TEAM MARKETING
28008,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Speech Therapist,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,FEDERAL GDPG FUND - FY,Speech Lang Pathology Asst,n/a,NaN,NaN,SPECIAL EDUCATION,NaN,TITLE VI-IDEA B-MAIN,NaN,PROFESSIONAL-OTHER,473.86,SPECIAL EDUCATION-S/L,NaN,SPECIAL EDUCATION
28171,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Custodian,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,CUSTODIAL-SCHOOLS,GENERAL FUND,Custodial Helper - Day,Regular,NaN,NaN,NaN,0.990984,NON-PROJECT,NaN,"CRAFTS, TRADES, AND SERVICES","29,643.84",CARE & UPKEEP OF BLDG SERVICES,NaN,OPERATION AND MAINT OF PLANT
29452,Aides Compensation,Instruction,School Reported,School,ELL,TA,BaseSalary/Compensation,PreK,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,NaN,ITEMGD PRESCHOOL PROGRAM,Early Childhood Education,Regular,NaN,NaN,NaN,0.101493,ELPA - PRESCHOOL PROG,NaN,PARAPROFESSIONAL,"2,538.54",EARLY CHILDHOOD,NaN,REGULAR INSTRUCTION
29829,School Supervision,Leadership,Leadership & Management,Non-School,Unspecified,(Exec) Director,BaseSalary/Compensation,NonPreK,PreK-12Operating,Personal Services - Super / Dir / Supv,NaN,NaN,DIRECTOR SEC. INSTRUCTION,NaN,Regular Instructional Support,NaN,Central Office,1,NaN,CURRICULUM AND INSTRUCTION,EXECUTIVE DIRECTOR,"108,668.90",District Administration,General Purpose School,NaN
29909,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,Occupational Therapist,Benefits,NO_LABEL,PreK-12Operating,EMPLOYER PD MED CONTRIBUTION,NaN,FEDERAL GDPG FUND - FY,Occupational Therapist,n/a,NaN,NaN,SPECIAL EDUCATION,NaN,TITLE VI-IDEA B-MAIN,NaN,PROFESSIONAL-INSTRUCTIONAL,251.95,SPECIAL EDUCATION-OT,NaN,SPECIAL EDUCATION
30194,School Administration,Leadership,School Reported,School,Unspecified,Non-Position,Supplies/Materials,NO_LABEL,PreK-12Operating,GENERAL SUPPLIES,NaN,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,129.48,SUPPORT SERVICES-SCHOOL ADMIN,NaN,SCHOOL ADMINISTRATION
30228,Instructional Materials & Supplies,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12Operating,SUPPLIES,NaN,PRIMARY GRADES PROGRAM,NaN,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,40.00,PRIMARY GRADES PROGRAM,General Fund,NaN
30820,Parent & Community Relations,Pupil Services & Enrichment,School Reported,School,Poverty,NO_LABEL,Supplies/Materials,NonPreK,PreK-12Operating,General Supplies,SUPPLIES & MATERIALS,NaN,NaN,NaN,Parent Involvement,General Supplies,School,NaN,Community Services,Instruction And Curriculum,NaN,537.02,"Title I, Part A Schoolwide Activities Related...",Title;Part A Improving Basic Programs,NaN
31100,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,LEVY OVERRIDE,"Teacher, Elementary",Regular,NaN,NaN,NaN,NaN,COMPUTERS FOR CHILDREN TECHNOL,NaN,PROFESSIONAL-INSTRUCTIONAL,"4,573.68",GENERAL K-8 EDUCATION,NaN,REGULAR INSTRUCTION
31122,Student Transportation,O&M,Shared Services,Non-School,Special Education,Non-Position,ContractedServices,NonPreK,PreK-12Operating,Printing and Binding,NaN,Support Services - Pupil Transportation,NaN,NaN,NaN,Contracted Craft Or Trade Services *,NaN,NaN,Other Pupil Transportation Services*,NaN,NaN,"2,499.67",NaN,General,TRANSPORTATION PLANNING
31571,Data Processing & Information Services,Business Services,School Reported,School,Unspecified,Other,BaseSalary/Compensation,PreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,COMPUTER TECHNOLOGY SPECIALIST,NaN,NaN,Salaries And Wages For Teachers And Other Prof...,School,0.04,Instruction,All Campus Payroll,TEACHER MASTER,"2,984.10",PRE-K,General Operating Fund,REGULAR PAY
31634,Student Transportation,O&M,Shared Services,Non-School,Special Education,Other,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,TRANSPORTATION,GENERAL FUND,Bus Driver - Regular,n/a,NaN,NaN,GARAGE,NaN,NON-PROJECT,NaN,"CRAFTS, TRADES, AND SERVICES",905.03,TRANSPORTATION-OPERATIONS,NaN,STUDENT TRANSPORTATION
31723,Extended Time & Tutoring,Instruction,School Reported,School,Poverty,Teacher,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,"Title,Part A Improving Basic Programs","TEACHER, REGULAR",NaN,NaN,Extended Week,School,NaN,Instruction,Instruction And Curriculum,TEACHER BACHELOR,234.85,"Title I, Part A Schoolwide Activities Related...",Title;Part A Improving Basic Programs,EXTENDED DAYS
31877,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Other Awards and Prizes,NaN,Community Services,NaN,NaN,NaN,Awards And Prizes *,NaN,NaN,Other Community Services *,NaN,NaN,-363.43,NaN,Title I - Disadvantaged Children/Targeted Assi...,TITLE I C/O-ENCUMBR
32180,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,SubstituteCompensation,NonPreK,PreK-12Operating,Personal Services - Education Assistants,NaN,NaN,NaN,NaN,Regular Instructional Support,NaN,NaN,0,NaN,NaN,SUBSTITUTE TEACHER,56.82,Support - Regular Instruction,General Purpose School,NaN
32250,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,SubstituteCompensation,PreK,PreK-12Operating,Salaries And Wages For Substitute Professionals,NaN,Operations,TEACHER SUBSTITUTE POOL,NaN,NaN,Salaries And Wages For Substitute Teachers,School,NaN,Instruction,All Campus Payroll,DEGREED SUBSTITUTE,188.20,PRE-K,General Operating Fund,REGULAR PAY
33070,Substitute Compensation,Instruction,NO_LABEL,Non-School,NO_LABEL,Substitute,SubstituteCompensation,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"1,406.93",NaN,NaN,NaN
33296,Extended Time & Tutoring,Instruction,School Reported,School,Poverty,Instructional Coach,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,EXTRA DUTY PAY-INSTRUCTIONAL,NaN,NaN,LITERACY COACH,NaN,NaN,NaN,School,NaN,PARENTAL INVOLVEMENT,NaN,NaN,84.78,NaN,FED THRU STATE-CASH ADVANCE,TITLE I
34017,Special Population Program Management & Support,ISPD,Leadership & Management,Non-School,Special Education,(Exec) Director,BaseSalary/Compensation,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,SPECIAL EDUC. PROGRM DIRECTOR,NaN,NaN,Salaries And Wages For Teachers And Other Prof...,Undistributed,1,Instructional Leadership,Special Education,PROGRAM DIRECTOR,"75,794.04",Services To Students With Disabilities (Specia...,General Operating Fund,REGULAR PAY
34290,Professional Development,ISPD,School on Central Budgets,Non-School,Unspecified,Teacher,OtherCompensation/Stipend,NO_LABEL,PreK-12Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,TEACHER LEARNING & LEADERSHIP,GENERAL FUND,"Teacher, Secondary (High)",n/a,NaN,NaN,TEACHER LEARNING & LEADERSHIP,NaN,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,247.67,INSTRUCTIONAL STAFF TRAINING,NaN,INSTRUCTIONAL STAFF
34519,Teacher Compensation,Instruction,School Reported,School,NO_LABEL,Teacher,NO_LABEL,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,Teacher-High School,NaN,NaN,NaN,NaN,1,NaN,NaN,ART,NaN,HIGH SCHOOL GENERAL EDUCATION PROGRAM 9-12,General Fund,NaN
34674,Enrichment,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,TA,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,NaN,AFTERSCHOOL PROGRAMS,SUMMER ED,Aide (Afterschool),NaN,NaN,NaN,OFC COM & ED PROG-AFTER SCHOOL AIDES,0.025,NaN,NaN,NaN,961.59,NaN,NaN,NaN
34826,Parent & Community Relations,Pupil Services & Enrichment,Leadership & Management,Non-School,Unspecified,Other,Benefits,NO_LABEL,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Americorp Hourly,n/a,NaN,NaN,DISTRICT COMMUNITY RELATIONS,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,124.50,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
35449,Aides Compensation,Instruction,School Reported,School,Special Education,TA,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,FEDERAL GDPG FUND - FY,Secondary Spec Ed Para,Regular,NaN,NaN,NaN,NaN,TITLE VI-IDEA B-MAIN,NaN,PARAPROFESSIONAL,864.35,SPECIAL EDUCATION,NaN,SPECIAL EDUCATION
36028,Development & Fundraising,Business Services,Leadership & Management,Non-School,Unspecified,Non-Position,OtherNon-Compensation,NonPreK,PreK-12Operating,Bank Charges,NaN,Fiscal Services,NaN,NaN,NaN,Dues And Fees *,NaN,NaN,Other Fiscal Services,NaN,NaN,"102,999.20",NaN,General,FIXED CHARGES
36136,School Supervision,Leadership,Leadership & Management,Non-School,Unspecified,NO_LABEL,Travel&Conferences,NonPreK,PreK-12Operating,Travel And Subsistence - Employee Only,NaN,NaN,NaN,NaN,Undistributed,Travel And Subsistence - Employee Only,Unallocated,NaN,Instructional Leadership,Area Superintendents,NaN,"1,139.16",Undistributed,General Operating Fund,NaN
36536,School Administration,Leadership,School Reported,School,Unspecified,NO_LABEL,Supplies/Materials,NonPreK,PreK-12Operating,General Supplies,NaN,NaN,NaN,NaN,Undistributed,General Supplies,School,NaN,Curriculum Development And Instructional Staff...,NaN,NaN,995.48,Undistributed,General Operating Fund,NaN
36552,Special Population Program Management & Support,ISPD,Shared Services,Non-School,Special Education,Other,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF PART TIME EMPLOYEE,NaN,FEDERAL GDPG FUND - FY,Vision Itinerant Asst,n/a,NaN,NaN,SPECIAL EDUCATION,0.720833,TITLE VI-IDEA B-MAIN,NaN,PARAPROFESSIONAL,"16,530.09",SPECIAL EDUCATION,NaN,SPECIAL EDUCATION
36685,Untracked Budget Set-Aside,Untracked Budget Set-Aside,Shared Services,Non-School,Unspecified,Non-Position,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Supplemental *,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,Certificated Employees Salaries And Wages,NaN,NaN,Instruction And Curriculum Development Services *,NaN,NaN,"-12,109.04",NaN,Special Trust,TECH-GEMS TRAININ
36910,Research & Accountability,Leadership,Leadership & Management,Non-School,Unspecified,Other,Benefits,NO_LABEL,PreK-12Operating,RETIREMENT CONTRIB.,NaN,GENERAL FUND,Temporary Employee,n/a,NaN,NaN,ASSESSMENT & RESEARCH,NaN,EMPLOYEE RETIREMENT,NaN,UNDESIGNATED,29.01,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
37200,Professional Development,ISPD,School Reported,School,Unspecified,Non-Position,Supplies/Materials,NonPreK,PreK-12Operating,Other General Supplies,NaN,Support Services - Instructional Staff,NaN,NaN,NaN,General Supplies *,NaN,NaN,Other Improvements Of Instruction Services *,NaN,NaN,873.59,NaN,Special Trust,MILES
37321,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Regular *,NaN,Special Instruction,NaN,NaN,NaN,Certificated Employees Salaries And Wages,NaN,NaN,Disadvantaged Youth *,NaN,NaN,"-231,995.20",NaN,Title I - Disadvantaged Children/Targeted Assi...,ESEA TITLE I
37703,Teacher Compensation,Instruction,School Reported,School,At Risk,Teacher,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Training And Recruiting,"TEACHER, BILINGUAL EDUCATION",NaN,NaN,Extra Duty Wages,School,NaN,Curriculum Development And Instructional Staff...,Instruction And Curriculum,TEACHER MASTER,"1,043.15",Accelerated Education,Esea Title Ii Part A Teacher & Principal Training,MISCELLANEOUS
37790,Physical Health & Services,NO_LABEL,School Reported,School,NO_LABEL,Nurse,NO_LABEL,NO_LABEL,PreK-12Operating,NaN,NaN,NaN,Cluster School Nurse,NaN,NaN,NaN,NaN,1,NaN,NaN,NURSE,"75,370.39",NURSES,General Fund,NaN
38296,Social & Emotional,Pupil Services & Enrichment,School Reported,School,Poverty,Social Worker,Benefits,NO_LABEL,PreK-12Operating,EMPLOYER PD MED CONTRIBUTION,GRANTS MANAGEMENT,FEDERAL GDPG FUND - FY,Social Worker,Regular,NaN,NaN,NaN,NaN,TITLE I - CENTRAL PROGRAMS,NaN,PROFESSIONAL-INSTRUCTIONAL,83.90,SOCIAL WORK SERVICES,NaN,STUDENTS
38340,Teacher Compensation,Instruction,School on Central Budgets,Non-School,PreK,Teacher,Benefits,PreK,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Teacher on Special Assgnmt,n/a,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,-401.47,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
38849,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,SubstituteCompensation,NonPreK,PreK-12Operating,Salaries And Wages For Substitute Professionals,NaN,Operations,TEACHER SUBSTITUTE POOL,NaN,NaN,Salaries And Wages For Substitute Teachers,School,NaN,Instruction,All Campus Payroll,DEGREED SUBSTITUTE,282.78,Bilingual Education And Special Language Programs,General Operating Fund,REGULAR PAY
38872,Enrichment,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Teacher,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,NaN,AFTERSCHOOL PROGRAMS,SUMMER ED,Teacher (Afterschool),NaN,NaN,NaN,OFFICE OF COMMUNITY & EDUCATION PROGRAMS,0.025,NaN,NaN,NaN,"2,244.42",NaN,NaN,NaN
38886,Food Services,O&M,Shared Services,Non-School,Unspecified,Sec/Clerk/Other Admin,BaseSalary/Compensation,NonPreK,PreK-12Operating,Salaries Or Wages For Support Personnel,NaN,Child Nutrition,"CLERICAL, FOOD SERVICE ADMN.",NaN,Undistributed,Salaries Or Wages For Support Personnel,Undistributed,0.27,Food Services (Child Nutrition Fund Only),Child Nutrition,CO CLERICAL/BOOKKEEPER,"8,235.22",Undistributed,National School Breakfast And Lunch Program,REGULAR PAY
39346,Communications,Leadership,Leadership & Management,Non-School,Unspecified,Instructional Coach,Benefits,NO_LABEL,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,"ProTech, Hrly",n/a,NaN,NaN,MULTILINGUAL OUTREACH,NaN,NON-PROJECT,NaN,UNDESIGNATED,-1.40,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
39481,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,NaN,GENERAL FUND,"Teacher,Retrd Shrt Term Sub",Alternative,NaN,NaN,NaN,NaN,UNALLOC BUDGETS/SCHOOLS,NaN,PROFESSIONAL-INSTRUCTIONAL,46.27,GENERAL HIGH SCHOOL EDUCATION,NaN,REGULAR INSTRUCTION
39970,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Salaries And Wages For Teachers And Other Prof...,NaN,"Title,Part A Improving Basic Programs","TEACHER, ESL KINDERGARTEN",NaN,NaN,Extended Year,Summer School,NaN,School Leadership,Instruction And Curriculum,TEACHER BACHELOR,"3,035.67","Title I, Part A Schoolwide Activities Related...",Title;Part A Improving Basic Programs,EXTENDED YEAR
40152,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Non-Position,Equipment&EquipmentLease,NO_LABEL,PreK-12Operating,NON-CAPITAL EQUIPMENT,NaN,GENERAL FUND,(blank),Regular,NaN,NaN,NaN,NaN,NON-PROJECT,NaN,UNDESIGNATED,"6,007.86",GENERAL ELEMENTARY EDUCATION,NaN,REGULAR INSTRUCTION
40308,NO_LABEL,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,ContractedServices,NO_LABEL,PreK-12Operating,OTHER PURCHASED SERVICES,NaN,MISCELLANEOUS,NaN,NaN,NaN,NaN,NaN,NaN,PUPIL SERVICES,NaN,NaN,326.95,Misc,General Fund,NaN
40454,Research & Accountability,Leadership,Leadership & Management,Non-School,Unspecified,Teacher,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Operations,"TEACHER, VOCATIONAL EDUCATION",NaN,Undistributed,Extra Duty Wages,Undistributed,NaN,"Guidance, Counseling And Evaluation Services",Research And Evaluation,TEACHER MASTER,650.64,Undistributed,General Operating Fund,EXTENDED YEAR
40734,Communications,Leadership,Leadership & Management,Non-School,ELL,Other,Benefits,NO_LABEL,PreK-12Operating,EMPLOYEE BENEFITS,MULTILINGUAL OUTREACH,GENERAL FUND,Spanish Lng Prof Exam Spec,n/a,NaN,NaN,MULTILINGUAL OUTREACH,NaN,STATE ELPA (ENG LANG PROF ACT),NaN,OFFICE/ADMINISTRATIVE SUPPORT,652.28,PUBLIC COMMUNICATIONS SERVICES,NaN,CENTRAL
40836,Special Population Program Management & Support,ISPD,Shared Services,Non-School,Special Education,Sec/Clerk/Other Admin,Benefits,NO_LABEL,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Secretary I,n/a,NaN,NaN,SPECIAL EDUCATION,NaN,NON-PROJECT,NaN,UNDESIGNATED,-803.88,EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
41135,Legal,Business Services,Leadership & Management,Non-School,Unspecified,Other,Benefits,NO_LABEL,PreK-12Operating,CONTRA BENEFITS,NaN,GENERAL FUND,Legal Assistant FT,n/a,NaN,NaN,SCHOOL ATTORNEY,NaN,NON-PROJECT,NaN,UNDESIGNATED,"-1,146.28",EMPLOYEE BENEFITS,NaN,EMPLOYEE BENEFITS
41285,Social & Emotional,Pupil Services & Enrichment,School Reported,School,Special Education,Guidance Counselor,OtherCompensation/Stipend,NonPreK,PreK-12Operating,Salaries And Wages For Teachers And Other Prof...,NaN,Idea Part B Formula,"COUNSELOR, SPECIAL EDUCATION",NaN,NaN,Extended Day,School,0,Instruction,Instruction And Curriculum,SPECIAL EDUCATION COUNSELOR,345.13,Services To Students With Disabilities (Specia...,Idea Part B Formula,MISCELLANEOUS
41668,Career & Academic Counseling,Pupil Services & Enrichment,School Reported,School,Unspecified,Guidance Counselor,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,OTHER CERTIFIED,NaN,NaN,COUNSELOR-HIGH,NaN,NaN,NaN,School,0.789204,GUIDANCE SERVICES,NaN,NaN,"53,960.98",NaN,GENERAL FUND,NaN
41746,Social & Emotional,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Psychologist,BaseSalary/Compensation,NO_LABEL,PreK-12Operating,SALARIES OF REGULAR EMPLOYEES,SCHOOL NURSE SERVICES,GENERAL FUND,Psychologist,n/a,NaN,NaN,SCHOOL NURSE SERVICES,0.07293,NON-PROJECT,NaN,PROFESSIONAL-INSTRUCTIONAL,"6,078.95",NURSING SERVICES,NaN,STUDENTS
